state,geoid,name,lowest_grade_provided,highest_grade_provided,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
AL,0100300,Barbour County School District,PK,12,2138001448,14382066,825.487,5.553,31.870253,-85.40510400000001,2018
AL,0100330,Bessemer City School District,PK,12,104998110,429098,40.54,0.166,33.370789,-86.971568,2018
AL,0100360,Bibb County School District,KG,12,1612167481,9602089,622.461,3.707,33.015893,-87.12714799999999,2018
AL,0100390,Birmingham City School District,PK,12,378318045,6593183,146.069,2.546,33.527444,-86.799047,2018
AL,0100420,Blount County School District,PK,12,1629308300,14865464,629.0790000000001,5.74,33.977358,-86.56644,2018
AL,0100450,Brewton City School District,KG,12,29057344,604882,11.219000000000001,0.23399999999999999,31.109175,-87.076583,2018
AL,0100480,Bullock County School District,KG,12,1613059160,6054988,622.806,2.338,32.101759,-85.717261,2018
AL,0100510,Butler County School District,PK,12,2012002530,2701198,776.8389999999999,1.043,31.751666999999998,-86.681969,2018
AL,0100540,Calhoun County School District,PK,12,1227244203,13887309,473.842,5.362,33.779208000000004,-85.842799,2018
AL,0100600,Chambers County School District,PK,12,1528918164,16971701,590.319,6.553,32.915504,-85.394032,2018
AL,0100630,Cherokee County School District,PK,12,1433623321,120308339,553.525,46.451,34.176127,-85.618196,2018
AL,0100660,Chilton County School District,PK,12,1794477075,20592144,692.852,7.9510000000000005,32.854051,-86.726607,2018
AL,0100690,Choctaw County School District,KG,12,2365869835,19144469,913.467,7.392,31.990954,-88.248889,2018
AL,0100720,Clarke County School District,PK,12,2933540879,36488093,1132.647,14.088,31.664937,-87.829263,2018
AL,0100750,Clay County School District,KG,12,1564251835,5285207,603.961,2.041,33.2704,-85.863525,2018
AL,0100780,Cleburne County School District,PK,12,1323790179,2135807,511.11800000000005,0.825,33.650489,-85.521959,2018
AL,0100810,Coffee County School District,PK,12,1402701810,2357540,541.586,0.91,31.394112,-85.992594,2018
AL,0100840,Colbert County School District,PK,12,1451453909,79312560,560.41,30.623,34.704012,-87.813037,2018
AL,0100870,Conecuh County School District,PK,12,2202007854,6632046,850.2,2.5610000000000004,31.430926,-86.988722,2018
AL,0100900,Coosa County School District,KG,12,1685850815,39987271,650.911,15.439,32.931445000000004,-86.243482,2018
AL,0100930,Covington County School District,PK,12,2556927951,31428620,987.235,12.135,31.245364000000002,-86.455382,2018
AL,0100960,Crenshaw County School District,PK,12,1576952799,5388561,608.865,2.081,31.732826,-86.319222,2018
AL,0100990,Cullman City School District,KG,12,49080503,3101949,18.95,1.198,34.178892,-86.841887,2018
AL,0101020,Cullman County School District,PK,12,1853657611,49317934,715.701,19.042,34.131923,-86.86926700000001,2018
AL,0101050,Dale County School District,KG,12,932799288,588255,360.156,0.22699999999999998,31.49229,-85.563272,2018
AL,0101080,Daleville City School District,KG,12,156228642,0,60.32,0.0,31.266707,-85.738824,2018
AL,0101110,Dallas County School District,KG,12,2499153908,37587502,964.929,14.513,32.33354,-87.114356,2018
AL,0101140,DeKalb County School District,KG,12,1867149164,3197479,720.91,1.235,34.463314000000004,-85.81205600000001,2018
AL,0101170,Decatur City School District,PK,12,140161731,17109634,54.117,6.606,34.572995,-86.989901,2018
AL,0101200,Demopolis City School District,PK,12,45941158,837165,17.738,0.32299999999999995,32.499938,-87.82542600000001,2018
AL,0101230,Dothan City School District,PK,12,232333445,823172,89.704,0.318,31.233697999999997,-85.406823,2018
AL,0101260,Elba City School District,KG,12,217434020,1375445,83.95200000000001,0.531,31.429429,-86.107848,2018
AL,0101290,Elmore County School District,PK,12,1364637607,87795084,526.89,33.898,32.602759000000006,-86.18530799999999,2018
AL,0101320,Enterprise City School District,PK,12,79305761,174204,30.62,0.067,31.326898,-85.844021,2018
AL,0101350,Escambia County School District,PK,12,2419057775,19900066,934.003,7.683,31.122287,-87.16841,2018
AL,0101380,Etowah County School District,PK,12,1263863200,31497856,487.98,12.161,33.969378999999996,-85.952339,2018
AL,0101410,Eufaula City School District,PK,12,154143207,36156632,59.515,13.96,31.909937,-85.152709,2018
AL,0101440,Fairfield City School District,KG,12,8987173,0,3.47,0.0,33.474705,-86.91934,2018
AL,0101470,Fayette County School District,KG,12,1553556238,4282557,599.831,1.6540000000000001,33.708923999999996,-87.740978,2018
AL,0101530,Florence City School District,PK,12,68475728,546506,26.439,0.21100000000000002,34.830323,-87.666139,2018
AL,0101560,Fort Payne City School District,PK,12,145527315,924064,56.188,0.35700000000000004,34.457329,-85.689447,2018
AL,0101590,Franklin County School District,PK,12,1607119672,32368927,620.512,12.498,34.441989,-87.842814,2018
AL,0101620,Gadsden City School District,PK,12,96637184,3053112,37.312,1.179,34.009563,-86.01564300000001,2018
AL,0101640,Geneva City School District,KG,12,219178869,2443912,84.625,0.9440000000000001,31.043845,-85.879858,2018
AL,0101660,Geneva County School District,KG,12,1268718797,9134251,489.855,3.5269999999999997,31.036148999999998,-86.015959,2018
AL,0101680,Greene County School District,KG,12,1675782061,33416141,647.023,12.902000000000001,32.844497,-87.9642,2018
AL,0101690,Guntersville City School District,KG,12,65750532,44109667,25.386,17.031,34.367946999999994,-86.252323,2018
AL,0101710,Hale County School District,PK,12,1667907112,32423361,643.9830000000001,12.519,32.752796000000004,-87.62306099999999,2018
AL,0101720,Haleyville City School District,PK,12,192075594,926137,74.161,0.358,34.211028000000006,-87.577669,2018
AL,0101730,Hartselle City School District,PK,12,38431090,199199,14.838,0.077,34.438308,-86.941142,2018
AL,0101740,Henry County School District,PK,12,1454460145,16986823,561.57,6.559,31.516978,-85.239971,2018
AL,0101760,Homewood City School District,PK,12,21600275,170981,8.34,0.066,33.45855,-86.80965,2018
AL,0101770,Houston County School District,PK,12,1289954512,3859878,498.05400000000003,1.49,31.132817,-85.281543,2018
AL,0101800,Huntsville City School District,PK,12,553630000,3536794,213.75799999999998,1.3659999999999999,34.701203,-86.67286700000001,2018
AL,0101830,Jackson County School District,PK,12,2659521895,111770222,1026.847,43.155,34.764114,-85.980056,2018
AL,0101860,Jacksonville City School District,KG,12,28365898,24984,10.952,0.01,33.810066,-85.755217,2018
AL,0101890,Jasper City School District,PK,12,73927672,230534,28.544,0.08900000000000001,33.856035,-87.270268,2018
AL,0101920,Jefferson County School District,PK,12,2067538914,25614370,798.2810000000001,9.89,33.575396000000005,-86.940527,2018
AL,0101950,Lamar County School District,KG,12,1566544637,1600679,604.846,0.618,33.787085,-88.08743100000001,2018
AL,0101980,Lanett City School District,KG,12,16167443,0,6.242000000000001,0.0,32.857768,-85.207761,2018
AL,0102010,Lauderdale County School District,PK,12,1661670355,133062424,641.575,51.376000000000005,34.904121999999994,-87.650997,2018
AL,0102040,Lawrence County School District,KG,12,1788864247,68682382,690.684,26.518,34.529776,-87.321865,2018
AL,0102070,Lee County School District,PK,12,1252938306,16423122,483.76199999999994,6.341,32.581051,-85.350306,2018
AL,0102100,Limestone County School District,KG,12,1216445521,120414882,469.67199999999997,46.492,34.770706,-87.032742,2018
AL,0102130,Linden City School District,PK,12,550463214,3062730,212.535,1.183,32.301901,-87.833754,2018
AL,0102160,Lowndes County School District,KG,12,1854201378,23721835,715.9110000000001,9.158999999999999,32.147888,-86.650586,2018
AL,0102190,Macon County School District,PK,12,1576855717,11345392,608.827,4.38,32.387027,-85.692887,2018
AL,0102220,Madison County School District,PK,12,1561532796,25811769,602.911,9.966000000000001,34.606765,-86.660423,2018
AL,0102250,Marengo County School District,KG,12,1933735866,11066725,746.62,4.273,32.413363000000004,-87.955552,2018
AL,0102310,Marion County School District,PK,12,1820122487,2867492,702.753,1.107,34.146546,-87.889415,2018
AL,0102350,Midfield City School District,KG,12,6872869,0,2.654,0.0,33.4552,-86.92264399999999,2018
AL,0102370,Mobile County School District,PK,12,3074094714,1072427880,1186.915,414.06699999999995,30.680152000000003,-88.200525,2018
AL,0102400,Monroe County School District,PK,12,2656469661,22609681,1025.6689999999999,8.73,31.580332000000002,-87.383266,2018
AL,0102430,Montgomery County School District,PK,12,1940064837,36693016,749.063,14.167,32.228849,-86.21548,2018
AL,0102480,Morgan County School District,PK,12,1335025652,33987637,515.456,13.123,34.441072,-86.833188,2018
AL,0102490,Mountain Brook City School District,KG,12,33216709,49903,12.825,0.019,33.491488000000004,-86.73447,2018
AL,0102520,Muscle Shoals City School District,PK,12,42811749,53102,16.53,0.021,34.743691999999996,-87.633774,2018
AL,0102550,Oneonta City School District,KG,12,40795611,149959,15.751,0.057999999999999996,33.947155,-86.489661,2018
AL,0102580,Opelika City School District,PK,12,154497339,2388300,59.652,0.922,32.660739,-85.37889,2018
AL,0102610,Opp City School District,KG,12,61289214,2396858,23.664,0.925,31.284375,-86.257442,2018
AL,0102635,Oxford City School District,KG,12,107232616,1975923,41.403,0.763,33.590099,-85.852241,2018
AL,0102640,Ozark City School District,KG,12,170438297,692978,65.807,0.268,31.443377,-85.640982,2018
AL,0102650,Pell City City School District,PK,12,402431037,34624076,155.379,13.368,33.544233,-86.306782,2018
AL,0102670,Perry County School District,PK,12,1863900621,10937769,719.6560000000001,4.223,32.639005,-87.29382700000001,2018
AL,0102700,Phenix City City School District,PK,12,72515506,325564,27.998,0.126,32.461669,-85.025021,2018
AL,0102730,Pickens County School District,PK,12,2282893837,22521210,881.43,8.695,33.296793,-88.096863,2018
AL,0102760,Piedmont City School District,KG,12,231093208,972378,89.226,0.375,33.918005,-85.51381500000001,2018
AL,0102790,Pike County School District,KG,12,1667566027,2137043,643.851,0.825,31.949926,-85.803622,2018
AL,0102820,Randolph County School District,KG,12,1455089857,8296626,561.813,3.2030000000000003,33.296475,-85.46406800000001,2018
AL,0102850,Roanoke City School District,KG,12,48526078,988793,18.736,0.382,33.145305,-85.36952600000001,2018
AL,0102880,Russell County School District,PK,12,1598426686,15358640,617.156,5.93,32.269388,-85.190058,2018
AL,0102910,Russellville City School District,PK,12,34721734,275054,13.405999999999999,0.106,34.505736999999996,-87.728192,2018
AL,0102940,Scottsboro City School District,KG,12,132452161,14564487,51.14,5.622999999999999,34.64462,-86.04815500000001,2018
AL,0102970,Selma City School District,PK,12,35765691,1537276,13.809000000000001,0.594,32.417019,-87.035802,2018
AL,0103000,Sheffield City School District,PK,12,17053548,222046,6.584,0.086,34.755494,-87.701265,2018
AL,0103030,Shelby County School District,PK,12,1801458580,55453594,695.547,21.410999999999998,33.259456,-86.649424,2018
AL,0103062,St. Clair County School District,PK,12,1220621525,21587612,471.285,8.335,33.769999,-86.317984,2018
AL,0103090,Sumter County School District,PK,12,2340898915,24634883,903.826,9.512,32.597481,-88.200057,2018
AL,0103120,Sylacauga City School District,PK,12,52447838,420769,20.25,0.162,33.18867,-86.274799,2018
AL,0103150,Talladega City School District,KG,12,66056341,209971,25.504,0.081,33.431757,-86.09945400000001,2018
AL,0103180,Talladega County School District,KG,12,1773788744,60102405,684.8639999999999,23.206,33.369314,-86.17593000000001,2018
AL,0103210,Tallapoosa County School District,KG,12,1601330838,84068756,618.2769999999999,32.459,32.864621,-85.771555,2018
AL,0103240,Tallassee City School District,KG,12,244916742,13053599,94.56299999999999,5.04,32.546979,-85.942735,2018
AL,0103270,Tarrant City School District,KG,12,16517671,137671,6.377999999999999,0.053,33.592897,-86.766253,2018
AL,0103300,Thomasville City School District,PK,12,273953232,169798,105.774,0.066,31.904284999999998,-87.733579,2018
AL,0103330,Troy City School District,KG,12,73081491,199932,28.217,0.077,31.801959999999998,-85.96713000000001,2018
AL,0103360,Tuscaloosa City School District,PK,12,152169171,24584536,58.753,9.492,33.233121999999995,-87.52849300000001,2018
AL,0103390,Tuscaloosa County School District,PK,12,3268840033,54130814,1262.106,20.9,33.321371,-87.456598,2018
AL,0103420,Tuscumbia City School District,KG,12,23883115,112569,9.221,0.043,34.718502,-87.702586,2018
AL,0103430,Vestavia Hills City School District,PK,12,51452532,620212,19.866,0.239,33.462496,-86.739508,2018
AL,0103450,Walker County School District,PK,12,1974758408,36524162,762.459,14.102,33.791558,-87.30109399999999,2018
AL,0103480,Washington County School District,KG,12,2797720360,21652733,1080.2060000000001,8.36,31.405216999999997,-88.197564,2018
AL,0103510,Wilcox County School District,PK,12,2301075082,49057525,888.45,18.941,31.990082,-87.304935,2018
AL,0103540,Winfield City School District,PK,12,168116864,307995,64.91,0.11900000000000001,33.919533,-87.809033,2018
AL,0103580,Winston County School District,PK,12,1402087590,48053502,541.349,18.554000000000002,34.147888,-87.333889,2018
AK,0200001,Lower Kuskokwim School District,PK,12,55204093774,12866457785,21314.421000000002,4967.767,60.21245,-163.436094,2018
AK,0200003,Lower Yukon School District,PK,12,45595801874,5842011945,17604.638,2255.614,62.283588,-163.190171,2018
AK,0200004,Yupiit School District,KG,12,33902512,9284205,13.09,3.585,60.895628,-161.418623,2018
AK,0200005,Kashunamiut School District,PK,12,2961590,0,1.143,0.0,61.52956,-165.594126,2018
AK,0200007,Aleutians East Borough School District,PK,12,18091255385,20800268276,6985.073,8031.029,55.24504399999999,-161.997477,2018
AK,0200010,Aleutian Region School District,KG,12,10913827229,23864074115,4213.852,9213.971,51.948964000000004,179.621188,2018
AK,0200020,Bering Strait School District,PK,12,59463986803,13751755555,22959.175,5309.5830000000005,64.783686,-164.18891200000002,2018
AK,0200030,Bristol Bay Borough School District,PK,12,1248324005,949768219,481.981,366.708,58.741647,-156.96690900000002,2018
AK,0200050,Alaska Gateway School District,PK,12,48274587703,334055290,18638.923,128.97899999999998,63.64721899999999,-142.827114,2018
AK,0200060,Cordova City School District,PK,12,158886650,35734342,61.346000000000004,13.797,60.530138,-145.642065,2018
AK,0200070,Copper River School District,PK,12,60959722304,1184203017,23536.681,457.223,61.795301,-144.134037,2018
AK,0200090,Craig City School District,PK,12,17339344,7281916,6.695,2.812,55.488746,-133.111568,2018
AK,0200100,Delta/Greely School District,PK,12,14660597780,350044442,5660.4890000000005,135.153,63.825474,-145.698317,2018
AK,0200120,Dillingham City School District,PK,12,86353110,7057408,33.341,2.725,59.060472,-158.532223,2018
AK,0200130,Galena City School District,PK,12,45721026,17751813,17.653,6.854,64.741422,-156.873394,2018
AK,0200150,Ketchikan Gateway Borough School District,PK,12,12579243763,4651750442,4856.873,1796.0510000000002,55.449938,-131.106685,2018
AK,0200180,Anchorage School District,PK,12,4419562836,615500204,1706.4029999999998,237.646,61.17425,-149.284329,2018
AK,0200210,Juneau Borough School District,PK,12,7002973758,1426663852,2703.863,550.8380000000001,58.37291,-134.17844499999998,2018
AK,0200240,Sitka School District,PK,12,7433305216,5037858065,2870.015,1945.128,57.193204,-135.36739599999999,2018
AK,0200270,Haines Borough School District,KG,12,6059513753,1051059522,2339.591,405.816,59.098404,-135.57579099999998,2018
AK,0200300,Hoonah City School District,KG,12,15376852,3057568,5.937,1.181,58.122234,-135.43188700000002,2018
AK,0200330,Hydaburg City School District,PK,12,741929,20743,0.28600000000000003,0.008,55.205842000000004,-132.820438,2018
AK,0200360,Kake City School District,PK,12,19872185,15107530,7.672999999999999,5.832999999999999,56.975319999999996,-133.903663,2018
AK,0200390,Kenai Peninsula Borough School District,PK,12,41500185165,22525337842,16023.312,8697.082,59.983670999999994,-151.723024,2018
AK,0200450,Klawock City School District,KG,12,1884219,634266,0.728,0.245,55.556413,-133.086292,2018
AK,0200480,Kodiak Island Borough School District,PK,12,17133720200,14166823224,6615.366999999999,5469.840999999999,57.7044,-153.918372,2018
AK,0200485,Lake and Peninsula Borough School District,PK,12,61893966490,25992281749,23897.395,10035.677,58.108506999999996,-156.413413,2018
AK,0200510,Matanuska-Susitna Borough School District,PK,12,64008421559,1456871464,24713.791,562.501,62.27909399999999,-149.619094,2018
AK,0200520,Iditarod Area School District,PK,12,104686841081,1418648985,40419.817,547.743,62.704547999999996,-156.155269,2018
AK,0200525,Annette Island School District,PK,12,343944584,333894138,132.798,128.917,55.138352000000005,-131.470425,2018
AK,0200540,Nenana City School District,PK,12,15418484,763703,5.952999999999999,0.295,64.53605400000001,-149.083629,2018
AK,0200570,Nome School District,PK,12,33135552,22514493,12.794,8.693,64.505741,-165.415287,2018
AK,0200600,Fairbanks North Star Borough School District,PK,12,18983364355,273047179,7329.518,105.42399999999999,64.67604399999999,-146.548159,2018
AK,0200610,North Slope Borough School District,PK,12,230054122583,15549060273,88824.397,6003.526,69.449343,-153.47283000000002,2018
AK,0200625,Northwest Arctic Borough School District,PK,12,92329079390,12875662550,35648.458,4971.321,67.005066,-160.021086,2018
AK,0200630,Pelican City School District,KG,12,1421123,170144,0.5489999999999999,0.066,57.959229,-136.21506599999998,2018
AK,0200660,Petersburg Borough School District,PK,12,7512557785,2385954337,2900.615,921.222,57.112458,-133.008598,2018
AK,0200670,Pribilof School District,PK,12,194553118,1042863871,75.117,402.652,57.049507999999996,-170.406225,2018
AK,0200680,St. Marys City School District,PK,12,115525437,18033322,44.605,6.962999999999999,62.062774,-163.244258,2018
AK,0200690,Skagway School District,PK,12,1123881121,28784118,433.93300000000005,11.114,59.560379000000005,-135.338279,2018
AK,0200700,Southeast Island School District,PK,12,13246733089,14268054112,5114.592000000001,5508.927,55.729248,-133.22419399999998,2018
AK,0200710,Southwest Region School District,PK,12,47391670686,5943623083,18298.027,2294.846,59.543326,-158.267123,2018
AK,0200715,Tanana City School District,KG,12,27635820,11208201,10.67,4.328,65.184004,-152.055102,2018
AK,0200720,Unalaska City School District,PK,12,267130539,279071921,103.14,107.75,53.910799,-166.527446,2018
AK,0200730,Chatham School District,PK,12,16964768528,7798131448,6550.134,3010.8759999999997,58.253462,-136.320731,2018
AK,0200760,Kuspuk School District,PK,12,29517875412,591395213,11396.916000000001,228.33900000000003,61.523552,-158.036092,2018
AK,0200770,Denali Borough School District,PK,12,32729577065,66105677,12636.961000000001,25.524,63.682039,-150.027016,2018
AK,0200775,Yukon Flats School District,PK,12,139673342544,2544913843,53928.181,982.597,66.719685,-145.258769,2018
AK,0200780,Valdez City School District,PK,12,550864154,153373675,212.69,59.218,61.083620999999994,-146.317179,2018
AK,0200800,Chugach School District,PK,12,24248534106,14349810582,9362.412,5540.493,60.488474,-146.203092,2018
AK,0200810,Wrangell School District,PK,12,6619997013,2384375232,2555.995,920.612,56.317416,-132.343978,2018
AK,0200840,Yakutat School District,PK,12,19744199346,3986129001,7623.278,1539.0529999999999,60.017453,-140.416942,2018
AK,0200862,Yukon-Koyukuk School District,PK,12,155637394029,2193273552,60091.935999999994,846.828,65.634478,-154.325196,2018
AZ,0400001,Cave Creek Unified District,PK,12,538451739,128420,207.89700000000002,0.05,33.768229,-111.858841,2018
AZ,0400003,Chino Valley Unified District,PK,12,1040404685,157636,401.70300000000003,0.061,34.866478,-112.45955900000001,2018
AZ,0400021,Colorado City Unified District,PK,12,2161291682,863717,834.4789999999999,0.33299999999999996,36.687258,-113.115693,2018
AZ,0400023,Pinon Unified District,PK,12,2436154233,470679,940.6039999999999,0.182,36.132329999999996,-110.349847,2018
AZ,0400026,Heber-Overgaard Unified District,PK,12,1494550171,6967158,577.049,2.69,34.465258,-110.561203,2018
AZ,0400212,Benson Unified School District,PK,12,1515169685,844008,585.01,0.326,32.154571999999995,-110.23233300000001,2018
AZ,0400295,Kingman Unified School District,PK,12,7819471211,233354530,3019.115,90.09899999999999,35.569784999999996,-114.171523,2018
AZ,0400520,Ajo Unified District,PK,12,344977157,0,133.196,0.0,32.418351,-112.82141899999999,2018
AZ,0400680,Amphitheater Unified District,PK,12,282464372,535621,109.06,0.207,32.412977000000005,-110.963599,2018
AZ,0400790,Apache Junction Unified District,PK,12,562134836,77923,217.041,0.03,33.384484,-111.422205,2018
AZ,0400910,Ash Fork Joint Unified District,PK,12,971740900,49936,375.191,0.019,35.160033,-112.551179,2018
AZ,0401000,Bagdad Unified School District,PK,12,1226458465,57427,473.538,0.022000000000000002,34.573384000000004,-113.14388000000001,2018
AZ,0401180,Bisbee Unified District,PK,12,879140424,3495215,339.43800000000005,1.35,31.472333000000003,-109.83011599999999,2018
AZ,0401330,Bowie Unified District,PK,12,1024771936,507064,395.667,0.196,32.284581,-109.493466,2018
AZ,0401460,Sierra Vista Unified District,PK,12,279639233,560771,107.969,0.217,31.521110999999998,-110.216504,2018
AZ,0401600,Camp Verde Unified District,PK,12,1143070624,128223,441.342,0.05,34.486956,-111.785347,2018
AZ,0401760,Catalina Foothills Unified District,PK,12,65463193,0,25.275,0.0,32.315498,-110.884371,2018
AZ,0401810,Cedar Unified District,PK,12,3204217275,1393117,1237.155,0.5379999999999999,35.764590999999996,-110.40033600000001,2018
AZ,0401870,Chandler Unified District,PK,12,205635792,469088,79.396,0.18100000000000002,33.259646000000004,-111.810465,2018
AZ,0401940,Chinle Unified District,PK,12,5869051482,11711654,2266.054,4.522,36.156387,-109.52870300000001,2018
AZ,0402320,Coolidge Unified District,PK,12,678533925,2112311,261.983,0.816,33.038936,-111.59771699999999,2018
AZ,0402530,Douglas Unified District,PK,12,1248903428,2637543,482.204,1.018,31.427677000000003,-109.271821,2018
AZ,0402600,Duncan Unified District,PK,12,1213184617,3433265,468.413,1.3259999999999998,32.750987,-109.196646,2018
AZ,0402690,Dysart Unified District,PK,12,331265112,633445,127.902,0.245,33.628408,-112.416103,2018
AZ,0402860,Flagstaff Unified District,PK,12,11429877989,36953299,4413.101,14.267999999999999,35.156769,-111.34762099999999,2018
AZ,0402920,Florence Unified School District,PK,12,2407901659,1542494,929.696,0.596,32.943719,-111.22233200000001,2018
AZ,0403010,Flowing Wells Unified District,PK,12,30989055,496444,11.965,0.192,32.296064,-111.02585900000001,2018
AZ,0403040,Fountain Hills Unified District,PK,12,63560966,237133,24.541,0.092,33.607452,-111.72223600000001,2018
AZ,0403080,Fredonia-Moccasin Unified District,PK,12,9668054551,32023970,3732.857,12.365,36.617687,-112.29928000000001,2018
AZ,0403150,Fort Huachuca Accommodation District,PK,12,328405399,150763,126.79799999999999,0.057999999999999996,31.567296000000002,-110.330229,2018
AZ,0403200,Fort Thomas Unified District,PK,12,2638285985,27882702,1018.648,10.765999999999998,33.211178000000004,-110.108648,2018
AZ,0403290,Ganado Unified District,PK,12,2274988239,2963114,878.378,1.1440000000000001,35.667645,-109.606003,2018
AZ,0403310,Gila Bend Unified District,PK,12,3010431542,0,1162.3339999999998,0.0,32.801858,-112.75844099999999,2018
AZ,0403400,Gilbert Unified District,PK,12,155714073,422653,60.122,0.163,33.348048999999996,-111.726983,2018
AZ,0403500,Globe Unified District,PK,12,676066333,2687828,261.031,1.038,33.467374,-110.78486399999998,2018
AZ,0403550,Grand Canyon Unified District,PK,12,1336380017,3077511,515.979,1.188,35.978494,-112.100728,2018
AZ,0403730,Hayden-Winkelman Unified District,PK,12,441434192,985293,170.43900000000002,0.38,33.186656,-110.777718,2018
AZ,0403780,Higley Unified District,PK,12,61680834,62943,23.815,0.024,33.289828,-111.70558,2018
AZ,0403820,Holbrook Unified District,PK,12,4070637541,2353758,1571.682,0.909,35.130959000000004,-110.07143700000002,2018
AZ,0403870,Humboldt Unified District,PK,12,826325282,0,319.046,0.0,34.579916,-112.173651,2018
AZ,0403950,Indian Oasis-Baboquivari Unified District,PK,12,9756957951,714643,3767.183,0.276,32.083381,-112.066956,2018
AZ,0403990,J. O. Combs Unified School District,KG,12,176446339,0,68.126,0.0,33.24965,-111.484875,2018
AZ,0404010,Joseph City Unified District,PK,12,1221559260,1696824,471.647,0.655,35.079609999999995,-110.283924,2018
AZ,0404060,Kayenta Unified District,PK,12,5217239710,3095253,2014.388,1.195,36.620793,-110.425448,2018
AZ,0404280,Lake Havasu Unified District,PK,12,470624306,30125202,181.709,11.630999999999998,34.54515,-114.303192,2018
AZ,0404410,Littlefield Unified District,PK,12,8505628678,24201375,3284.042,9.344,36.446082000000004,-113.633622,2018
AZ,0404570,Mammoth-San Manuel Unified District,PK,12,653643766,1586901,252.373,0.613,32.655328999999995,-110.57598999999999,2018
AZ,0404630,Marana Unified District,PK,12,1416083711,2000989,546.753,0.773,32.38045,-111.292429,2018
AZ,0404720,Maricopa Unified School District,PK,12,409677735,347417,158.17700000000002,0.134,33.036172,-112.07995700000001,2018
AZ,0404820,Mayer Unified District,PK,12,2243955900,4987064,866.3960000000001,1.926,34.219718,-111.92541299999999,2018
AZ,0404970,Mesa Unified District,PK,12,480440800,9999396,185.49900000000002,3.861,33.454456,-111.723669,2018
AZ,0405030,Miami Unified District,PK,12,803691285,32803689,310.307,12.665999999999999,33.518862,-110.958199,2018
AZ,0405320,Morenci Unified District,PK,12,1004886787,9007405,387.98900000000003,3.478,33.102841999999995,-109.190675,2018
AZ,0405460,Nadaburg Unified School District,PK,12,303641373,189147,117.23700000000001,0.073,33.787696000000004,-112.485114,2018
AZ,0405530,Nogales Unified District,PK,12,505863183,419833,195.315,0.162,31.406346999999997,-111.11823799999999,2018
AZ,0405820,Page Unified District,PK,12,4691625407,24289078,1811.4470000000001,9.378,36.709466,-111.27337,2018
AZ,0405930,Paradise Valley Unified District,PK,12,253218851,500050,97.76799999999999,0.193,33.653451000000004,-111.979982,2018
AZ,0405980,Parker Unified School District,PK,12,1811682848,13590261,699.495,5.247000000000001,33.872202,-114.50076100000001,2018
AZ,0406070,Payson Unified District,PK,12,1360801107,304869,525.408,0.11800000000000001,34.230829,-111.26848000000001,2018
