geoid,name,urban_area_type,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
02683,"Antioch, CA Urbanized Area",U,209027853,3296203,80.706,1.273,37.991687,-121.78211999999999,2018
02710,"Apalachicola, FL Urban Cluster",C,7244106,15809621,2.7969999999999997,6.104,29.751831,-84.909118,2018
02764,"Appleton, WI Urbanized Area",U,268668822,10747316,103.734,4.15,44.24668,-88.411096,2018
02773,"Apple Valley, OH Urban Cluster",C,12285980,2046679,4.744,0.79,40.438206,-82.34900999999999,2018
02791,"Arab, AL Urban Cluster",C,21701758,301947,8.379,0.11699999999999999,34.342074,-86.503725,2018
02825,"Arbuckle, CA Urban Cluster",C,1871310,0,0.723,0.0,39.016726,-122.060221,2018
02845,"Arcade, NY Urban Cluster",C,6117049,0,2.362,0.0,42.534572,-78.466924,2018
02899,"Arcadia, LA Urban Cluster",C,7054369,0,2.7239999999999998,0.0,32.552383,-92.923763,2018
02901,"Arcadia, WI Urban Cluster",C,5467555,0,2.1109999999999998,0.0,44.249691,-91.490931,2018
02912,"Arcadia--Southeast Arcadia, FL Urban Cluster",C,26183670,15770,10.11,0.006,27.213340999999996,-81.852437,2018
02926,"Arcata--McKinleyville, CA Urban Cluster",C,42690333,250755,16.483,0.09699999999999999,40.914605,-124.089324,2018
02953,"Archbold, OH Urban Cluster",C,9801479,37920,3.784,0.015,41.525040000000004,-84.294163,2018
02965,"Archer Lodge--Clayton, NC Urban Cluster",C,52270800,474780,20.182000000000002,0.183,35.668818,-78.365612,2018
02980,"Arcola, IL Urban Cluster",C,3476399,44848,1.3419999999999999,0.017,39.684596,-88.302758,2018
03007,"Ardmore, OK Urban Cluster",C,30245714,76559,11.677999999999999,0.03,34.178548,-97.14166,2018
03034,"Arecibo, PR Urbanized Area",U,217708135,1543862,84.05799999999999,0.596,18.454601,-66.807974,2018
03088,"Arizona City, AZ Urban Cluster",C,12138549,198208,4.687,0.077,32.749832,-111.673175,2018
03115,"Arkadelphia, AR Urban Cluster",C,14924018,0,5.7620000000000005,0.0,34.124479,-93.067849,2018
03142,"Arkansas City, KS Urban Cluster",C,24895105,143725,9.612,0.055,37.060526,-97.034648,2018
03158,"Arlington, TN Urban Cluster",C,20075102,88142,7.751,0.034,35.280006,-89.662685,2018
03196,"Arroyo Grande--Grover Beach, CA Urbanized Area",U,59632915,233074,23.024,0.09,35.118449,-120.60761000000001,2018
03223,"Artesia, NM Urban Cluster",C,16868337,10805,6.513,0.004,32.837488,-104.414485,2018
03250,"Arvin, CA Urban Cluster",C,11204964,0,4.3260000000000005,0.0,35.203012,-118.832555,2018
03277,"Ashburn, GA Urban Cluster",C,8218613,63594,3.173,0.025,31.700813,-83.650095,2018
03304,"Ashdown, AR Urban Cluster",C,9400106,0,3.6289999999999996,0.0,33.67945,-94.125848,2018
03331,"Asheboro, NC Urban Cluster",C,85270639,197574,32.923,0.076,35.731299,-79.80424599999999,2018
03358,"Asheville, NC Urbanized Area",U,686036520,6252198,264.88,2.414,35.537101,-82.664164,2018
03365,"Ashland, MO Urban Cluster",C,4721292,0,1.8230000000000002,0.0,38.771524,-92.259132,2018
03375,"Ashland, NE Urban Cluster",C,3232693,66446,1.248,0.026000000000000002,41.041145,-96.364131,2018
03385,"Ashland, OH Urban Cluster",C,20736510,49269,8.006,0.019,40.863589000000005,-82.31700699999999,2018
03395,"Ashland, PA Urban Cluster",C,14644942,0,5.654,0.0,40.78415,-76.35623199999999,2018
03412,"Ashland, WI Urban Cluster",C,11167661,5410,4.312,0.002,46.578646,-90.881298,2018
03439,"Ashland City, TN Urban Cluster",C,8170373,0,3.155,0.0,36.27384,-87.067035,2018
03466,"Ashtabula, OH Urban Cluster",C,56393843,403383,21.774,0.156,41.877016999999995,-80.78496,2018
03493,"Ashville, OH Urban Cluster",C,13965053,534661,5.392,0.20600000000000002,39.718517999999996,-82.967112,2018
03520,"Aspen, CO Urban Cluster",C,11838628,0,4.571000000000001,0.0,39.199278,-106.84028300000001,2018
03547,"Astoria, OR Urban Cluster",C,23579494,1641822,9.104,0.634,46.183825,-123.860648,2018
03601,"Atchison, KS--MO Urban Cluster",C,15614152,160893,6.029,0.062,39.570588,-95.137251,2018
03655,"Athens, AL Urban Cluster",C,69988371,501547,27.023000000000003,0.19399999999999998,34.811825,-86.952175,2018
03682,"Athens, OH Urban Cluster",C,25728993,260343,9.934,0.10099999999999999,39.327239,-82.111599,2018
03709,"Athens, TN Urban Cluster",C,38397480,0,14.825,0.0,35.448059,-84.60020300000001,2018
03736,"Athens, TX Urban Cluster",C,23896494,64685,9.226,0.025,32.201603999999996,-95.847373,2018
03763,"Athens-Clarke County, GA Urbanized Area",U,254876564,2525300,98.40799999999999,0.975,33.942089,-83.39827199999999,2018
03790,"Athol, MA Urban Cluster",C,24221424,1053681,9.352,0.40700000000000003,42.592843,-72.239703,2018
03817,"Atlanta, GA Urbanized Area",U,6851581056,93257528,2645.41,36.007,33.824102,-84.331858,2018
03844,"Atlanta, TX Urban Cluster",C,19351984,101572,7.472,0.039,33.125525,-94.167911,2018
03871,"Atlantic, IA Urban Cluster",C,7272977,101142,2.8080000000000003,0.039,41.398446,-95.006333,2018
03898,"Atlantic City, NJ Urbanized Area",U,325926586,11772148,125.84100000000001,4.545,39.371190999999996,-74.590455,2018
03925,"Atmore, AL Urban Cluster",C,12225383,40082,4.72,0.015,31.021931,-87.487418,2018
03957,"Atoka, TN Urban Cluster",C,53461703,204592,20.642,0.079,35.429563,-89.802353,2018
03979,"Attica, IN Urban Cluster",C,10137000,85101,3.9139999999999997,0.033,40.29083,-87.26989300000001,2018
04006,"Attica, NY Urban Cluster",C,5831427,0,2.252,0.0,42.873711,-78.271755,2018
04021,"Aubrey, TX Urban Cluster",C,6098799,2579,2.355,0.001,33.288094,-96.989684,2018
04033,"Auburn, AL Urbanized Area",U,129258408,875942,49.907,0.33799999999999997,32.614294,-85.44393199999999,2018
04054,"Auburn, IL Urban Cluster",C,5214352,0,2.013,0.0,39.590007,-89.749542,2018
04060,"Auburn, IN Urban Cluster",C,30221649,0,11.669,0.0,41.369653,-85.07077,2018
04087,"Auburn, NE Urban Cluster",C,5204597,0,2.01,0.0,40.38848,-95.843424,2018
04114,"Auburn, NY Urban Cluster",C,33428845,239530,12.907,0.092,42.926811,-76.561994,2018
04130,"Auburn--North Auburn, CA Urban Cluster",C,69199033,261127,26.718000000000004,0.10099999999999999,38.932512,-121.07966499999999,2018
04168,"Augusta, KS Urban Cluster",C,10633843,690960,4.106,0.267,37.69194,-96.97319300000001,2018
04195,"Augusta, ME Urban Cluster",C,44884332,724961,17.33,0.28,44.265201,-69.782274,2018
04222,"Augusta-Richmond County, GA--SC Urbanized Area",U,672428339,6866348,259.626,2.6510000000000002,33.487951,-81.996378,2018
04249,"Aumsville, OR Urban Cluster",C,2979867,0,1.151,0.0,44.845015999999994,-122.866978,2018
04276,"Aurora, MO Urban Cluster",C,15212084,39864,5.872999999999999,0.015,36.967117,-93.730413,2018
04303,"Aurora, NE Urban Cluster",C,5464042,14529,2.11,0.006,40.867831,-98.003674,2018
04330,"Au Sable, MI Urban Cluster",C,27106174,628627,10.466,0.243,44.45283,-83.346783,2018
04357,"Austin, MN Urban Cluster",C,31664344,254097,12.225999999999999,0.098,43.671232,-92.97788299999999,2018
04384,"Austin, TX Urbanized Area",U,1355730320,10907397,523.45,4.211,30.358514000000003,-97.761533,2018
04411,"Ava, MO Urban Cluster",C,5412263,1126,2.09,0.0,36.954458,-92.661589,2018
04438,"Avalon, CA Urban Cluster",C,3424239,0,1.3219999999999998,0.0,33.341575,-118.32874199999999,2018
04465,"Avenal, CA Urban Cluster",C,7912977,0,3.055,0.0,35.993168,-120.126356,2018
04519,"Avon, NY Urban Cluster",C,10085520,0,3.8939999999999997,0.0,42.899102,-77.741633,2018
04549,"Avondale--Goodyear, AZ Urbanized Area",U,227213997,833471,87.728,0.322,33.472716999999996,-112.399026,2018
04573,"Avra Valley, AZ Urban Cluster",C,10127104,0,3.91,0.0,32.42773,-111.32668100000001,2018
04587,"Aztec, NM Urban Cluster",C,16350155,307858,6.313,0.11900000000000001,36.833998,-107.99601299999999,2018
04600,"Bad Axe, MI Urban Cluster",C,6467525,0,2.497,0.0,43.802505,-82.997958,2018
04627,"Bainbridge, GA Urban Cluster",C,26713205,650992,10.314,0.251,30.90486,-84.564687,2018
04654,"Baker City, OR Urban Cluster",C,13005431,178981,5.021,0.069,44.783476,-117.82876999999999,2018
04681,"Bakersfield, CA Urbanized Area",U,358494016,2308944,138.415,0.8909999999999999,35.362282,-119.03055900000001,2018
04708,"Bald Knob, AR Urban Cluster",C,5965948,0,2.303,0.0,35.31222,-91.574315,2018
04762,"Baldwin, WI Urban Cluster",C,9560855,0,3.6910000000000003,0.0,44.975947,-92.428301,2018
04789,"Baldwin City, KS Urban Cluster",C,5321139,4437,2.055,0.002,38.777506,-95.18748000000001,2018
04816,"Ballinger, TX Urban Cluster",C,5219154,0,2.015,0.0,31.742187,-99.9558,2018
04843,"Baltimore, MD Urbanized Area",U,1856864888,65405866,716.94,25.253,39.234099,-76.64775999999999,2018
04870,"Baltimore, OH Urban Cluster",C,6950422,0,2.6839999999999997,0.0,39.843837,-82.587277,2018
04897,"Bamberg, SC Urban Cluster",C,7237564,0,2.7939999999999996,0.0,33.298561,-81.029974,2018
04924,"Bandon, OR Urban Cluster",C,5707449,7562,2.204,0.003,43.113779,-124.41551799999999,2018
04951,"Bangor, ME Urbanized Area",U,109693177,3813324,42.353,1.472,44.835625,-68.746629,2018
05005,"Baraboo, WI Urban Cluster",C,16112926,186870,6.221,0.07200000000000001,43.468540000000004,-89.748766,2018
05032,"Barbourville, KY Urban Cluster",C,13086859,158660,5.053,0.061,36.860165,-83.85534799999999,2018
05059,"Bardstown, KY Urban Cluster",C,44048018,384158,17.007,0.14800000000000002,37.835762,-85.46600000000001,2018
05086,"Bar Harbor, ME Urban Cluster",C,4381189,0,1.692,0.0,44.392257,-68.22183299999999,2018
05113,"Barnesville, GA Urban Cluster",C,14029301,102435,5.417000000000001,0.04,33.052313,-84.154709,2018
05140,"Barnesville, OH Urban Cluster",C,5154243,31354,1.99,0.012,39.988847,-81.17263299999999,2018
05167,"Barnstable Town, MA Urbanized Area",U,718703876,58462266,277.493,22.572,41.687826,-70.21503,2018
05194,"Barnwell, SC Urban Cluster",C,9372803,40813,3.6189999999999998,0.016,33.248668,-81.361338,2018
05221,"Barre--Montpelier, VT Urban Cluster",C,45888065,525070,17.717,0.203,44.198429,-72.517883,2018
05248,"Barron, WI Urban Cluster",C,4961100,49729,1.915,0.019,45.401884,-91.85328100000001,2018
05275,"Barrow, AK Urban Cluster",C,2102063,437401,0.812,0.16899999999999998,71.29366999999999,-156.764378,2018
05302,"Barstow, CA Urban Cluster",C,31973823,0,12.345,0.0,34.888028999999996,-117.03838,2018
05329,"Bartlesville, OK Urban Cluster",C,63435593,32200,24.493000000000002,0.012,36.745387,-95.956299,2018
05356,"Bartlett, TX Urban Cluster",C,2792859,1094,1.078,0.0,30.796198999999998,-97.433073,2018
05410,"Basalt--El Jebel, CO Urban Cluster",C,10379166,72698,4.007,0.027999999999999997,39.375173,-107.084447,2018
05423,"Basehor, KS Urban Cluster",C,6338785,102674,2.447,0.04,39.127539,-94.94175600000001,2018
05437,"Bastrop, LA Urban Cluster",C,26102801,105190,10.078,0.040999999999999995,32.776783,-91.913851,2018
05464,"Bastrop, TX Urban Cluster",C,29724654,335053,11.477,0.129,30.108887,-97.360039,2018
05491,"Batavia, NY Urban Cluster",C,20720562,211667,8.0,0.08199999999999999,43.002665,-78.177406,2018
05518,"Batesburg-Leesville, SC Urban Cluster",C,14968619,127564,5.779,0.049,33.908055,-81.510262,2018
05545,"Batesville, AR Urban Cluster",C,23827440,202777,9.2,0.078,35.7706,-91.63354100000001,2018
05572,"Batesville, IN Urban Cluster",C,15590308,118684,6.019,0.046,39.297625,-85.199479,2018
05599,"Batesville, MS Urban Cluster",C,21307731,0,8.227,0.0,34.304023,-89.94215600000001,2018
05653,"Bath, NY Urban Cluster",C,11099053,244884,4.285,0.095,42.34625,-77.31416999999999,2018
05680,"Baton Rouge, LA Urbanized Area",U,950043100,11837274,366.814,4.57,30.427915999999996,-91.03896800000001,2018
05707,"Battle Creek, MI Urbanized Area",U,137402013,3529056,53.051,1.3630000000000002,42.31374,-85.197926,2018
05734,"Battlement Mesa, CO Urban Cluster",C,7570982,907,2.923,0.0,39.464451000000004,-108.021395,2018
05761,"Battle Mountain, NV Urban Cluster",C,5054537,0,1.952,0.0,40.638332,-116.9463,2018
05788,"Baxley, GA Urban Cluster",C,14613424,13203,5.642,0.005,31.771186,-82.34688299999999,2018
05815,"Baxter Springs, KS Urban Cluster",C,11515404,0,4.446000000000001,0.0,37.021334,-94.737759,2018
05842,"Bayard, NM Urban Cluster",C,7014151,28840,2.708,0.011000000000000001,32.764809,-108.140107,2018
05869,"Bay City, MI Urbanized Area",U,104467427,4160572,40.335,1.6059999999999999,43.608621,-83.890506,2018
05896,"Bay City, TX Urban Cluster",C,24227447,25388,9.354,0.01,28.980702,-95.95492800000001,2018
05904,"Bayfield, CO Urban Cluster",C,4722576,0,1.8230000000000002,0.0,37.241913000000004,-107.59671000000002,2018
05923,"Bay Minette, AL Urban Cluster",C,14865523,139486,5.74,0.054000000000000006,30.883529,-87.775532,2018
05958,"Bealeton, VA Urban Cluster",C,9545702,26766,3.6860000000000004,0.01,38.567378000000005,-77.786511,2018
05977,"Beardstown, IL Urban Cluster",C,7476460,212332,2.887,0.08199999999999999,40.013699,-90.42371999999999,2018
06004,"Beatrice, NE Urban Cluster",C,17384244,170156,6.712000000000001,0.066,40.267398,-96.743305,2018
06031,"Beaufort--Port Royal, SC Urban Cluster",C,118150175,13541440,45.618,5.228,32.423367999999996,-80.716463,2018
06058,"Beaumont, TX Urbanized Area",U,237471172,2860936,91.68799999999999,1.105,30.11918,-94.127119,2018
06076,"Beaver, UT Urban Cluster",C,5330422,0,2.0580000000000003,0.0,38.278832,-112.636073,2018
06085,"Beaver Dam, KY Urban Cluster",C,10818675,38214,4.177,0.015,37.398446,-86.874001,2018
06112,"Beaver Dam, WI Urban Cluster",C,20427952,71655,7.8870000000000005,0.027999999999999997,43.465787,-88.83322,2018
06128,"Becker, MN Urban Cluster",C,5079750,4722,1.9609999999999999,0.002,45.40383,-93.87441899999999,2018
06139,"Beckley, WV Urbanized Area",U,157976327,706538,60.995,0.273,37.912314,-81.161445,2018
06166,"Bedford, IN Urban Cluster",C,30403328,2314,11.739,0.001,38.856653,-86.501238,2018
06186,"Bedford, NY Urban Cluster",C,10154556,141660,3.9210000000000003,0.055,41.175921,-73.651332,2018
06193,"Bedford, PA Urban Cluster",C,8532506,207475,3.2939999999999996,0.08,40.024894,-78.505088,2018
06220,"Bedford, VA Urban Cluster",C,17353523,29339,6.7,0.011000000000000001,37.338355,-79.52592800000001,2018
06247,"Beebe, AR Urban Cluster",C,11384552,0,4.396,0.0,35.069159,-91.89305999999999,2018
06261,"Beecher, IL Urban Cluster",C,5219772,0,2.015,0.0,41.351042,-87.620473,2018
06274,"Beeville, TX Urban Cluster",C,31495912,0,12.161,0.0,28.389754999999997,-97.732662,2018
06301,"Belding, MI Urban Cluster",C,12339146,468185,4.763999999999999,0.18100000000000002,43.096484999999994,-85.233029,2018
06335,"Belfair, WA Urban Cluster",C,7735850,1964,2.987,0.001,47.448543,-122.85743300000001,2018
06355,"Belfast, ME Urban Cluster",C,6847383,417657,2.6439999999999997,0.161,44.423628,-69.00559399999999,2018
06382,"Belgrade, MT Urban Cluster",C,26879916,116430,10.378,0.045,45.7825,-111.18597199999999,2018
06436,"Bellefontaine, OH Urban Cluster",C,14000649,0,5.406000000000001,0.0,40.359127,-83.75285500000001,2018
06463,"Bellefonte, PA Urban Cluster",C,24772630,0,9.565,0.0,40.912938,-77.680091,2018
06490,"Belle Fourche, SD Urban Cluster",C,6866523,0,2.6510000000000002,0.0,44.66496,-103.850211,2018
06517,"Belle Glade, FL Urban Cluster",C,21609906,27832,8.344,0.011000000000000001,26.684083,-80.678914,2018
06571,"Belle Plaine, MN Urban Cluster",C,6703279,0,2.588,0.0,44.620096000000004,-93.764619,2018
06598,"Bellevue, IA Urban Cluster",C,4205774,0,1.624,0.0,42.264832,-90.431624,2018
06625,"Bellevue, OH Urban Cluster",C,13750728,301671,5.309,0.11599999999999999,41.277074,-82.84458000000001,2018
06652,"Bellingham, WA Urbanized Area",U,124367250,9137066,48.018,3.528,48.77284,-122.476127,2018
06679,"Bellows Falls, VT--NH Urban Cluster",C,10143225,452211,3.9160000000000004,0.175,43.123515000000005,-72.446683,2018
06692,"Bells, TN Urban Cluster",C,10455177,16845,4.037,0.006999999999999999,35.727149,-89.086559,2018
06706,"Bellville, TX Urban Cluster",C,5923109,25123,2.287,0.01,29.946233000000003,-96.260553,2018
06733,"Beloit, KS Urban Cluster",C,4660471,0,1.7990000000000002,0.0,39.461195000000004,-98.105971,2018
06760,"Beloit, WI--IL Urbanized Area",U,88931630,2354014,34.336999999999996,0.909,42.509483,-89.026108,2018
06770,"Belterra, TX Urban Cluster",C,9094835,0,3.512,0.0,30.186319,-98.001924,2018
06779,"Belton, SC Urban Cluster",C,13907139,39539,5.37,0.015,34.528131,-82.498225,2018
