combined_state_area_code,geoid,name,metro_status_ind,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
118.0,11540,"Appleton, WI Metro Area",1,2475662338,222289810,955.8589999999999,85.82700000000001,44.290603000000004,-88.372326,2018
412.0,11580,"Arcadia, FL Micro Area",2,1649027555,6243548,636.693,2.411,27.190580999999998,-81.806253,2018
490.0,11640,"Arecibo, PR Metro Area",1,613199234,231835716,236.75799999999998,89.512,18.439224,-66.75998100000001,2018
556.0,11680,"Arkansas City-Winfield, KS Micro Area",2,2915648163,17322935,1125.738,6.688,37.234507,-96.83724699999999,2018
120.0,11700,"Asheville, NC Metro Area",1,5264415421,21759544,2032.602,8.401,35.595669,-82.68161500000001,2018
360.0,11740,"Ashland, OH Micro Area",2,1095464863,9966289,422.961,3.8480000000000003,40.843272999999996,-82.270127,2018
184.0,11780,"Ashtabula, OH Micro Area",2,1818360016,1724498212,702.073,665.8330000000001,41.906636999999996,-80.745592,2018
312.0,11860,"Atchison, KS Micro Area",2,1116736559,6851102,431.17400000000004,2.645,39.532544,-95.313397,2018
174.0,11940,"Athens, TN Micro Area",2,1113997274,5340568,430.11699999999996,2.062,35.424471999999994,-84.619949,2018
206.0,11980,"Athens, TX Micro Area",2,2263061592,193211786,873.773,74.59899999999999,32.211633,-95.853418,2018
122.0,12020,"Athens-Clarke County, GA Metro Area",1,2654578969,26163164,1024.9389999999999,10.102,33.943984,-83.213897,2018
122.0,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",1,22495876864,388361722,8685.707,149.947,33.693728,-84.399911,2018
428.0,12100,"Atlantic City-Hammonton, NJ Metro Area",1,1438772543,301272800,555.513,116.322,39.469355,-74.633759,2018
426.0,12120,"Atmore, AL Micro Area",2,2448115119,20504948,945.2230000000001,7.917000000000001,31.122287,-87.16841,2018
258.0,12140,"Auburn, IN Micro Area",2,939731959,2657419,362.833,1.026,41.401189,-85.000185,2018
532.0,12180,"Auburn, NY Micro Area",2,1791190506,445708165,691.5830000000001,172.08900000000003,43.008546,-76.574587,2018
194.0,12220,"Auburn-Opelika, AL Metro Area",1,1573548952,21492291,607.5509999999999,8.298,32.604064,-85.353048,2018
462.0,12380,"Austin, MN Micro Area",2,1842332264,617233,711.328,0.23800000000000002,43.666249,-92.759514,2018
533.0,12460,"Bainbridge, GA Micro Area",2,1546667777,67329701,597.172,25.996,30.880596999999998,-84.583895,2018
548.0,12580,"Baltimore-Columbia-Towson, MD Metro Area",1,6737755018,1304230857,2601.462,503.566,39.304361,-76.549501,2018
357.0,12660,"Baraboo, WI Micro Area",2,2153686396,45692629,831.543,17.642,43.428001,-89.943318,2018
350.0,12680,"Bardstown, KY Micro Area",2,1081354961,16997384,417.514,6.563,37.80312,-85.46593100000001,2018
148.0,12700,"Barnstable Town, MA Metro Area",1,1021048430,2360287543,394.22900000000004,911.312,41.799014,-70.21188000000001,2018
538.0,12780,"Bartlesville, OK Micro Area",2,1076019764,22829398,415.454,8.814,36.70438,-95.906155,2018
384.0,12820,"Bastrop, LA Micro Area",2,2058860091,28888919,794.93,11.154000000000002,32.820008,-91.800399,2018
464.0,12860,"Batavia, NY Micro Area",2,1276700275,6142607,492.93699999999995,2.372,43.00091,-78.192778,2018
310.0,12980,"Battle Creek, MI Metro Area",1,1829198158,31268858,706.257,12.073,42.24299,-85.012385,2018
474.0,13020,"Bay City, MI Metro Area",1,1145397300,488150978,442.24,188.476,43.699711,-83.978701,2018
288.0,13060,"Bay City, TX Micro Area",2,2830586734,1345801267,1092.896,519.617,28.774759999999997,-96.001532,2018
339.0,13100,"Beatrice, NE Micro Area",2,2205275200,22010741,851.462,8.498,40.255234,-96.683453,2018
376.0,13180,"Beaver Dam, WI Micro Area",2,2268072980,81308121,875.7080000000001,31.393,43.422659,-88.704396,2018
144.0,13260,"Bedford, IN Micro Area",2,1163367154,7122898,449.17900000000003,2.75,38.839815,-86.48782,2018
198.0,13340,"Bellefontaine, OH Micro Area",2,1187364299,21570908,458.444,8.329,40.387553000000004,-83.766343,2018
140.0,13460,"Bend-Redmond, OR Metro Area",1,7815545146,94755758,3017.599,36.585,43.915118,-121.225575,2018
266.0,13660,"Big Rapids, MI Micro Area",2,1437746376,41762974,555.117,16.125,43.635295,-85.332751,2018
142.0,13820,"Birmingham-Hoover, AL Metro Area",1,13673857493,233787878,5279.505999999999,90.266,33.462371999999995,-86.814338,2018
292.0,13940,"Blackfoot, ID Micro Area",2,5422887259,68487093,2093.7889999999998,26.443,43.216357,-112.399206,2018
145.0,14010,"Bloomington, IL Metro Area",1,4094214409,27369643,1580.785,10.567,40.405592999999996,-88.861307,2018
144.0,14020,"Bloomington, IN Metro Area",1,2019718554,50077031,779.818,19.335,39.241735999999996,-86.671754,2018
146.0,14100,"Bloomsburg-Berwick, PA Metro Area",1,1588566996,23674171,613.349,9.141,41.040403999999995,-76.46165400000001,2018
406.0,14220,"Bogalusa, LA Micro Area",2,1734074152,16457670,669.53,6.354,30.852144,-90.04625300000001,2018
147.0,14260,"Boise City, ID Metro Area",1,30475309856,171029962,11766.583,66.035,43.006648,-116.14190900000001,2018
206.0,14300,"Bonham, TX Micro Area",2,2307250914,20847064,890.835,8.049,33.591161,-96.104988,2018
218.0,14340,"Boone, IA Micro Area",2,1480329003,5358730,571.558,2.069,42.038641999999996,-93.938358,2018
108.0,14420,"Borger, TX Micro Area",2,2298408152,19507502,887.42,7.532,35.837047,-101.362746,2018
148.0,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",1,9030090298,2653692919,3486.538,1024.597,42.517606,-71.02199300000001,2018
216.0,14500,"Boulder, CO Metro Area",1,1881290197,36512644,726.37,14.097999999999999,40.09497,-105.397691,2018
150.0,14540,"Bowling Green, KY Metro Area",1,4182936202,61811238,1615.0410000000002,23.865,37.046821,-86.397068,2018
520.0,14700,"Branson, MO Micro Area",2,2839620054,171000564,1096.383,66.024,36.695008,-93.223561,2018
500.0,14740,"Bremerton-Silverdale, WA Metro Area",1,1023381117,442114809,395.13,170.701,47.639687,-122.64963600000002,2018
288.0,14780,"Brenham, TX Micro Area",2,1564829004,45497797,604.184,17.567,30.215075,-96.41027199999999,2018
120.0,14820,"Brevard, NC Micro Area",2,980141494,5110139,378.435,1.973,35.210079,-82.816653,2018
408.0,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",1,1618651428,549293518,624.965,212.083,41.227413,-73.36706099999999,2018
298.0,15020,"Brookhaven, MS Micro Area",2,1518074192,5291052,586.132,2.043,31.535216,-90.45356600000001,2018
297.0,15140,"Brownsville, TN Micro Area",2,1380741546,2472509,533.107,0.955,35.586678000000006,-89.282691,2018
154.0,15180,"Brownsville-Harlingen, TX Metro Area",1,2307806796,998119379,891.049,385.376,26.102923,-97.47895799999999,2018
360.0,15340,"Bucyrus, OH Micro Area",2,1040619651,2359514,401.786,0.9109999999999999,40.848524,-82.92478299999999,2018
160.0,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1,4053530303,2075739228,1565.0770000000002,801.447,43.044371000000005,-78.777335,2018
268.0,15500,"Burlington, NC Metro Area",1,1096684439,27992169,423.43199999999996,10.808,36.043954,-79.400573,2018
122.0,15660,"Calhoun, GA Micro Area",2,921598697,5729802,355.83099999999996,2.2119999999999997,34.509667,-84.873862,2018
548.0,15680,"California-Lexington Park, MD Metro Area",1,928997941,1050393887,358.68800000000005,405.559,38.220289,-76.530384,2018
548.0,15700,"Cambridge, MD Micro Area",2,1400550674,1145376112,540.756,442.23199999999997,38.429196000000005,-76.047433,2018
198.0,15740,"Cambridge, OH Micro Area",2,1352631199,15666074,522.254,6.0489999999999995,40.056665,-81.497875,2018
444.0,15860,"Cañon City, CO Micro Area",2,3970664370,2235543,1533.082,0.863,38.45517,-105.424958,2018
427.0,15900,"Canton, IL Micro Area",2,2242157116,43975590,865.702,16.979,40.46524,-90.202269,2018
184.0,15940,"Canton-Massillon, OH Metro Area",1,2512095375,24828753,969.925,9.586,40.711071999999994,-81.26147399999999,2018
162.0,15980,"Cape Coral-Fort Myers, FL Metro Area",1,2025413418,1114617195,782.0169999999999,430.356,26.559034999999998,-81.891994,2018
164.0,16020,"Cape Girardeau, MO-IL Metro Area",1,3708758620,72943338,1431.96,28.164,37.325936,-89.76263900000001,2018
456.0,16180,"Carson City, NV Metro Area",1,374672862,32584237,144.662,12.581,39.153059999999996,-119.74737900000001,2018
168.0,16300,"Cedar Rapids, IA Metro Area",1,5202806569,29258396,2008.815,11.297,42.086329,-91.63114399999999,2018
122.0,16340,"Cedartown, GA Micro Area",2,803751986,4688356,310.33,1.81,33.996015,-85.188338,2018
338.0,16380,"Celina, OH Micro Area",2,1197723416,28440771,462.444,10.981,40.535333,-84.632059,2018
476.0,16460,"Centralia, IL Micro Area",2,1482641176,9301714,572.451,3.591,38.648106,-88.920488,2018
500.0,16500,"Centralia, WA Micro Area",2,6223151022,86954132,2402.772,33.573,46.580071000000004,-122.377444,2018
548.0,16540,"Chambersburg-Waynesboro, PA Metro Area",1,2000048804,1547614,772.2230000000001,0.598,39.926772,-77.724521,2018
170.0,16620,"Charleston, WV Metro Area",1,4519800295,33224904,1745.105,12.828,38.283213,-81.49255699999999,2018
172.0,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",1,13118620932,288777789,5065.128,111.49799999999999,35.187295,-80.867491,2018
174.0,16860,"Chattanooga, TN-GA Metro Area",1,5410422963,126540530,2088.976,48.858000000000004,35.049361,-85.36115799999999,2018
176.0,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",1,18635154620,6173076683,7195.0740000000005,2383.438,41.823521,-87.82829699999999,2018
198.0,17060,"Chillicothe, OH Micro Area",2,1784986619,9938847,689.187,3.8369999999999997,39.323896999999995,-83.059536,2018
178.0,17140,"Cincinnati, OH-KY-IN Metro Area",1,10780717867,200307490,4162.459,77.339,39.069458000000004,-84.427153,2018
185.0,17380,"Cleveland, MS Micro Area",2,2270541560,75515374,876.6610000000001,29.156999999999996,33.799139000000004,-90.88412,2018
174.0,17420,"Cleveland, TN Metro Area",1,1977106116,26871792,763.365,10.375,35.138117,-84.655079,2018
184.0,17460,"Cleveland-Elyria, OH Metro Area",1,5178331971,5128451903,1999.365,1980.106,41.760391999999996,-81.72421700000001,2018
209.0,17540,"Clinton, IA Micro Area",2,1799818638,39526958,694.914,15.261,41.898073,-90.534243,2018
188.0,17580,"Clovis, NM Micro Area",2,3640098081,8190595,1405.45,3.162,34.572984000000005,-103.346055,2018
434.0,17620,"Coamo, PR Micro Area",2,202052322,38061,78.013,0.015,18.1038,-66.357586,2018
490.0,17640,"Coco, PR Micro Area",2,179731084,115840728,69.395,44.726000000000006,17.971485,-66.262252,2018
518.0,17660,"Coeur d'Alene, ID Metro Area",1,3205833878,184447536,1237.779,71.21600000000001,47.675965999999995,-116.695922,2018
190.0,17860,"Columbia, MO Metro Area",1,1775561240,14241353,685.548,5.499,38.989861,-92.310202,2018
192.0,17900,"Columbia, SC Metro Area",1,9591002754,339370306,3703.107,131.032,34.077585,-81.03784499999999,2018
194.0,17980,"Columbus, GA-AL Metro Area",1,5014712510,61146547,1936.191,23.609,32.436836,-84.900879,2018
294.0,18020,"Columbus, IN Metro Area",1,1053901037,6782908,406.913,2.6189999999999998,39.205843,-85.897999,2018
200.0,18060,"Columbus, MS Micro Area",2,1309092512,28545194,505.44300000000004,11.020999999999999,33.471424,-88.439723,2018
198.0,18140,"Columbus, OH Metro Area",1,12423222575,138911610,4796.633,53.63399999999999,39.968562,-82.835911,2018
148.0,18180,"Concord, NH Micro Area",2,2416139337,57236576,932.877,22.099,43.299579,-71.680041,2018
458.0,18220,"Connersville, IN Micro Area",2,556901555,366408,215.021,0.141,39.639655,-85.18503100000001,2018
236.0,18500,"Corning, NY Micro Area",2,3601504766,35055664,1390.549,13.535,42.266725,-77.385525,2018
204.0,18580,"Corpus Christi, TX Metro Area",1,4620023464,1599426731,1783.8010000000002,617.5419999999999,27.898931,-97.401236,2018
206.0,18620,"Corsicana, TX Micro Area",2,2614935410,197626092,1009.632,76.304,32.048448,-96.47690899999999,2018
296.0,18660,"Cortland, NY Micro Area",2,1291815778,7112822,498.773,2.7460000000000004,42.594039,-76.07624,2018
440.0,18700,"Corvallis, OR Metro Area",1,1748712549,7740248,675.182,2.989,44.493882,-123.42466399999999,2018
525.0,18780,"Craig, CO Micro Area",2,12284943825,19803411,4743.244000000001,7.646,40.610864,-108.21715400000001,2018
294.0,18820,"Crawfordsville, IN Micro Area",2,1307030239,2067987,504.647,0.7979999999999999,40.040296000000005,-86.892715,2018
142.0,18980,"Cullman, AL Micro Area",2,1903073019,52422496,734.7810000000001,20.24,34.131923,-86.86926700000001,2018
206.0,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1,24033036246,924101888,9279.208,356.798,32.822558,-97.025131,2018
174.0,19140,"Dalton, GA Metro Area",1,1644464812,7317664,634.931,2.825,34.796956,-84.856279,2018
380.0,19300,"Daphne-Fairhope-Foley, AL Metro Area",1,4117546676,1133055836,1589.7939999999999,437.475,30.659218,-87.74606700000001,2018
209.0,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,5878454318,114358168,2269.6839999999997,44.153999999999996,41.39168,-90.460076,2018
212.0,19380,"Dayton, OH Metro Area",1,3319393377,22350189,1281.625,8.629,39.828854,-84.141813,2018
174.0,19420,"Dayton, TN Micro Area",2,816838007,54448370,315.383,21.023000000000003,35.600590000000004,-84.949548,2018
290.0,19460,"Decatur, AL Metro Area",1,3289477155,119603581,1270.0739999999998,46.178999999999995,34.489360999999995,-87.09714699999999,2018
258.0,19540,"Decatur, IN Micro Area",2,878079470,2429954,339.028,0.938,40.745733,-84.93613,2018
422.0,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,4108726253,1079708499,1586.388,416.87800000000004,29.1789,-81.18902299999999,2018
216.0,19740,"Denver-Aurora-Lakewood, CO Metro Area",1,21613083991,149906867,8344.859,57.879,39.434749,-104.90120900000001,2018
217.0,19760,"DeRidder, LA Micro Area",2,2997555226,21945878,1157.363,8.472999999999999,30.645018,-93.340253,2018
218.0,19780,"Des Moines-West Des Moines, IA Metro Area",1,7464337953,76990000,2881.9970000000003,29.726,41.54486,-93.943487,2018
220.0,19820,"Detroit-Warren-Dearborn, MI Metro Area",1,10074522792,895785418,3889.795,345.865,42.721848,-83.200846,2018
221.0,19940,"Dixon, IL Micro Area",2,1877336056,10634483,724.8439999999999,4.106,41.747442,-89.299351,2018
222.0,20020,"Dothan, AL Metro Area",1,4444678880,33248036,1716.1,12.837,31.245528000000004,-85.46919,2018
428.0,20100,"Dover, DE Metro Area",1,1517232133,550433497,585.807,212.524,39.097088,-75.50298199999999,2018
524.0,20180,"DuBois, PA Micro Area",2,2964714515,23932643,1144.683,9.24,41.000249,-78.473749,2018
450.0,20380,"Dunn, NC Micro Area",2,1541110995,16367252,595.026,6.319,35.368635,-78.87161,2018
206.0,20460,"Durant, OK Micro Area",2,2342666324,102129113,904.5089999999999,39.431999999999995,33.964003999999996,-96.264137,2018
450.0,20500,"Durham-Chapel Hill, NC Metro Area",1,4553294600,140282172,1758.037,54.163000000000004,35.995536,-79.09699,2018
548.0,20660,"Easton, MD Micro Area",2,695563206,539361871,268.558,208.24900000000002,38.748349,-76.178476,2018
408.0,20700,"East Stroudsburg, PA Metro Area",1,1575378412,22873938,608.257,8.832,41.05624,-75.329065,2018
232.0,20740,"Eau Claire, WI Metro Area",1,4263839755,104081840,1646.2779999999998,40.186,44.938672,-91.284322,2018
233.0,20780,"Edwards, CO Micro Area",2,4362761542,18963358,1684.4720000000002,7.322,39.626992,-106.69516899999999,2018
288.0,20900,"El Campo, TX Micro Area",2,2813117310,21287759,1086.151,8.219,29.27848,-96.229674,2018
545.0,21020,"Elizabeth City, NC Micro Area",2,1850164808,554687568,714.3530000000001,214.166,36.265198999999996,-76.26069100000001,2018
350.0,21060,"Elizabethtown-Fort Knox, KY Metro Area",1,3083034259,72269349,1190.366,27.903000000000002,37.73298,-85.972171,2018
515.0,21140,"Elkhart-Goshen, IN Metro Area",1,1199603932,12434164,463.17,4.801,41.600693,-85.863986,2018
236.0,21300,"Elmira, NY Metro Area",1,1055036193,8876788,407.352,3.427,42.15528,-76.747179,2018
238.0,21340,"El Paso, TX Metro Area",1,14461745064,7641038,5583.710999999999,2.95,31.527394,-105.52133300000001,2018
222.0,21460,"Enterprise, AL Micro Area",2,1758565925,3907189,678.9860000000001,1.5090000000000001,31.402258000000003,-85.989602,2018
240.0,21500,"Erie, PA Metro Area",1,2069618350,1966181937,799.084,759.1469999999999,42.117952,-80.096386,2018
106.0,21580,"Española, NM Micro Area",2,15179587763,91468728,5860.871999999999,35.316,36.509669,-106.693983,2018
390.0,21900,"Fairmont, WV Micro Area",2,799642788,7185842,308.744,2.7739999999999996,39.505839,-80.243402,2018
244.0,22020,"Fargo, ND-MN Metro Area",1,7278299544,26885278,2810.167,10.38,46.914859,-96.960183,2018
378.0,22060,"Faribault-Northfield, MN Micro Area",2,1284215164,52066242,495.838,20.102999999999998,44.350734,-93.298505,2018
476.0,22100,"Farmington, MO Micro Area",2,1170346887,7251151,451.87300000000005,2.8,37.810707,-90.47386800000001,2018
246.0,22180,"Fayetteville, NC Metro Area",1,2700525695,19241060,1042.6789999999999,7.428999999999999,35.037956,-78.982209,2018
456.0,22280,"Fernley, NV Micro Area",2,5183173264,59602530,2001.234,23.013,39.022213,-119.197425,2018
248.0,22300,"Findlay, OH Micro Area",2,1376094842,6075215,531.313,2.346,41.000471000000005,-83.666034,2018
220.0,22420,"Flint, MI Metro Area",1,1649727711,32694965,636.9630000000001,12.624,43.021077000000005,-83.706372,2018
368.0,22620,"Forrest City, AR Micro Area",2,1644132566,20028723,634.803,7.733,35.014026,-90.742138,2018
290.0,22840,"Fort Payne, AL Micro Area",2,2012676479,4121543,777.0989999999999,1.591,34.460929,-85.80399200000001,2018
217.0,22860,"Fort Polk South, LA Micro Area",2,3439290588,35139147,1327.918,13.567,31.110563,-93.18151999999999,2018
258.0,23060,"Fort Wayne, IN Metro Area",1,3524945466,18640644,1360.989,7.197,41.006999,-85.216424,2018
320.0,23140,"Frankfort, IN Micro Area",2,1049119215,461117,405.06699999999995,0.17800000000000002,40.305944000000004,-86.47756700000001,2018
336.0,23180,"Frankfort, KY Micro Area",2,1061797801,16386006,409.962,6.327000000000001,38.120504,-84.93833599999999,2018
466.0,23300,"Freeport, IL Micro Area",2,1462219648,1350223,564.566,0.521,42.349726000000004,-89.665994,2018
420.0,23340,"Fremont, NE Micro Area",2,1370269386,36091878,529.064,13.935,41.577008,-96.645853,2018
260.0,23420,"Fresno, CA Metro Area",1,15431404077,137345152,5958.099,53.028999999999996,36.761006,-119.655019,2018
273.0,23500,"Gaffney, SC Micro Area",2,1018732778,11714267,393.335,4.523,35.049796,-81.607647,2018
264.0,23540,"Gainesville, FL Metro Area",1,3172030484,257239150,1224.728,99.321,29.677957,-82.479869,2018
122.0,23580,"Gainesville, GA Metro Area",1,1017824021,94056095,392.98400000000004,36.315,34.317569,-83.8185,2018
206.0,23620,"Gainesville, TX Micro Area",2,2265746282,61362926,874.81,23.691999999999997,33.639196000000005,-97.21034300000001,2018
456.0,23820,"Gardnerville Ranchos, NV Micro Area",2,1838170321,72317571,709.722,27.921999999999997,38.905128999999995,-119.60901899999999,2018
396.0,23860,"Georgetown, SC Micro Area",2,2107953074,573090683,813.885,221.27200000000002,33.417531,-79.29633299999999,2018
276.0,23900,"Gettysburg, PA Metro Area",1,1343584297,7700079,518.761,2.9730000000000003,39.869471000000004,-77.21773,2018
150.0,23980,"Glasgow, KY Micro Area",2,2013019197,36152378,777.2310000000001,13.959000000000001,36.967571,-85.815497,2018
104.0,24020,"Glens Falls, NY Metro Area",1,4398868020,204809894,1698.4129999999998,79.078,43.44045,-73.63675699999999,2018
233.0,24060,"Glenwood Springs, CO Micro Area",2,10148210401,27870976,3918.2459999999996,10.761,39.509541999999996,-107.66731100000001,2018
104.0,24100,"Gloversville, NY Micro Area",2,1283234675,96916406,495.46,37.42,43.115609,-74.42367800000001,2018
266.0,24340,"Grand Rapids-Wyoming, MI Metro Area",1,6915240511,2929683503,2669.989,1131.157,42.978632,-85.811208,2018
106.0,24380,"Grants, NM Micro Area",2,11758505178,5554603,4539.984,2.145,34.928272,-107.99268000000001,2018
366.0,24420,"Grants Pass, OR Metro Area",1,4244083284,5629241,1638.65,2.173,42.386983,-123.571624,2018
216.0,24540,"Greeley, CO Metro Area",1,10323763901,79558364,3986.028,30.718000000000004,40.555960999999996,-104.383666,2018
267.0,24580,"Green Bay, WI Metro Area",1,4843349917,2535183335,1870.0279999999998,978.84,44.474024,-87.99613000000001,2018
521.0,24640,"Greenfield Town, MA Micro Area",2,1810978987,65539241,699.2230000000001,25.305,42.584503999999995,-72.591792,2018
268.0,24660,"Greensboro-High Point, NC Metro Area",1,5164024259,68683245,1993.8410000000001,26.519000000000002,36.025203999999995,-79.792633,2018
294.0,24700,"Greensburg, IN Micro Area",2,964946090,1955470,372.56800000000004,0.755,39.30598,-85.499831,2018
274.0,24780,"Greenville, NC Metro Area",1,1689620097,8247844,652.366,3.185,35.592490000000005,-77.372739,2018
212.0,24820,"Greenville, OH Micro Area",2,1549072312,4245361,598.1,1.639,40.131541999999996,-84.621248,2018
273.0,24860,"Greenville-Anderson-Mauldin, SC Metro Area",1,7017798726,200407905,2709.587,77.378,34.683709,-82.413423,2018
273.0,24940,"Greenwood, SC Micro Area",2,2450522080,74461734,946.1519999999999,28.75,34.190754999999996,-82.296677,2018
490.0,25020,"Guayama, PR Metro Area",1,327896947,235858445,126.602,91.065,17.979155,-66.069473,2018
548.0,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",1,2017382556,25859161,778.916,9.984,39.542152,-77.899767,2018
406.0,25220,"Hammond, LA Metro Area",1,2049488101,136678798,791.312,52.772,30.621531,-90.40663,2018
546.0,25260,"Hanford-Corcoran, CA Metro Area",1,3600883824,3162664,1390.309,1.2209999999999999,36.072478000000004,-119.81553000000001,2018
448.0,25300,"Hannibal, MO Micro Area",2,2348350853,55510342,906.703,21.433000000000003,39.664115,-91.57917900000001,2018
276.0,25420,"Harrisburg-Carlisle, PA Metro Area",1,4200583091,109276270,1621.854,42.192,40.335915,-77.05049,2018
277.0,25500,"Harrisonburg, VA Metro Area",1,2245852104,10778701,867.128,4.162,38.507585,-78.88532099999999,2018
278.0,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1,3922845118,238772610,1514.619,92.191,41.71865,-72.57391899999999,2018
482.0,25720,"Heber, UT Micro Area",2,3048467971,79114523,1177.02,30.546,40.334884,-111.16156799999999,2018
450.0,25780,"Henderson, NC Micro Area",2,653708021,42184129,252.398,16.287,36.365481,-78.405434,2018
280.0,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,4246248400,75149410,1639.486,29.015,35.814611,-81.457066,2018
496.0,25980,"Hinesville, GA Metro Area",1,2374665877,231741564,916.8639999999999,89.476,31.778788,-81.57648,2018
266.0,26090,"Holland, MI Micro Area",2,2137385001,2610813756,825.2489999999999,1008.041,42.595787,-86.634745,2018
284.0,26300,"Hot Springs, AR Metro Area",1,1755290360,147383937,677.721,56.905,34.578852000000005,-93.14693199999999,2018
288.0,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",1,21408880069,3050540081,8266.015,1177.82,29.749593,-95.35364200000001,2018
104.0,26460,"Hudson, NY Micro Area",2,1643770743,35071400,634.663,13.540999999999999,42.247729,-73.626806,2018
258.0,26540,"Huntington, IN Micro Area",2,991057047,13133344,382.649,5.071000000000001,40.826394,-85.478597,2018
170.0,26580,"Huntington-Ashland, WV-KY-OH Metro Area",1,6546021448,91788411,2527.433,35.44,38.373691,-82.385193,2018
290.0,26620,"Huntsville, AL Metro Area",1,3526369101,151161111,1361.539,58.364,34.783262,-86.734871,2018
288.0,26660,"Huntsville, TX Micro Area",2,3828049546,97004050,1478.0179999999998,37.453,30.909844,-95.36929,2018
378.0,26780,"Hutchinson, MN Micro Area",2,1272941861,36368633,491.486,14.042,44.821657,-94.272323,2018
292.0,26820,"Idaho Falls, ID Metro Area",1,13457962893,125284690,5196.149,48.373000000000005,43.620422999999995,-112.420919,2018
430.0,26860,"Indiana, PA Micro Area",2,2143140107,17642456,827.471,6.812,40.651432,-79.08754499999999,2018
294.0,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1,11153503185,88872621,4306.392,34.314,39.748670000000004,-86.21238199999999,2018
185.0,26940,"Indianola, MS Micro Area",2,1807187010,23747315,697.7589999999999,9.169,33.605529,-90.59509,2018
266.0,26960,"Ionia, MI Micro Area",2,1479707916,22593308,571.318,8.722999999999999,42.94465,-85.073766,2018
168.0,26980,"Iowa City, IA Metro Area",1,3060856007,31468252,1181.803,12.15,41.517806,-91.64793,2018
296.0,27060,"Ithaca, NY Metro Area",1,1229314961,43787671,474.64099999999996,16.907,42.453006,-76.473483,2018
298.0,27140,"Jackson, MS Metro Area",1,12039831435,209517527,4648.605,80.895,32.316001,-90.22084,2018
297.0,27180,"Jackson, TN Metro Area",1,2870721104,5000122,1108.392,1.931,35.610937,-88.853902,2018
300.0,27260,"Jacksonville, FL Metro Area",1,8294024280,1284871265,3202.341,496.092,30.234146000000003,-81.756078,2018
522.0,27300,"Jacksonville, IL Micro Area",2,2123041455,13872665,819.711,5.356,39.69395,-90.28504699999999,2018
540.0,27380,"Jacksonville, TX Micro Area",2,2727141729,23873001,1052.955,9.217,31.843881,-95.156343,2018
